,Tract,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Community Area,HCSOBP_2016-2018,repres_point,longitude,latitude
91,17031842000,2744,319,1,2072.0,75.51,0,1,0,0,0,1,20.8,0,1,0,1,0,0,0,0,227.0,113.0,373.0,1059.0,1063.0,516.0,2.0,2.0,102.0,137.0,38.0,29.0,35,26.2,POINT (-87.6257621251259 41.8346715),-87.6257621251259,41.8346715
92,17031843500,11309,278,1,10273.0,90.84,0,0,0,0,0,1,34.3,0,0,0,0,0,0,0,0,703.0,522.0,228.0,3188.0,7603.0,21.0,1.0,22.0,474.0,2205.0,6.0,73.0,30,41.5,POINT (-87.69620554365079 41.8370625),-87.69620554365079,41.8370625
93,17031843400,1451,500,0,0.0,0.0,0,0,0,0,0,1,31.1,0,0,0,0,0,0,0,0,764.0,357.0,202.0,78.0,1311.0,0.0,1.0,9.0,52.0,130.0,195.0,176.0,29,44.1,POINT (-87.73237396158493 41.8485895),-87.73237396158493,41.8485895
94,17031843200,2780,843,0,24.0,0.86,0,0,0,0,0,1,24.4,0,0,0,0,0,0,0,0,1017.0,806.0,175.0,1387.0,82.0,54.0,0.0,13.0,1244.0,2352.0,219.0,162.0,31,19.9,POINT (-87.662889478471 41.848611999999996),-87.662889478471,41.848611999999996
95,17031140302,4345,1308,0,354.0,8.15,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,1249.0,1009.0,625.0,1988.0,240.0,1005.0,4.0,32.0,1076.0,1698.0,148.0,153.0,14,29.5,POINT (-87.72327290517241 41.973045),-87.72327290517241,41.973045
96,17031150402,3886,1348,0,2.0,0.05,0,0,0,0,0,0,4.7,0,1,0,1,0,0,0,0,714.0,847.0,450.0,2988.0,40.0,202.0,5.0,6.0,645.0,1224.0,109.0,162.0,15,36.3,POINT (-87.77201608013698 41.956923),-87.77201608013698,41.956923
97,17031110501,4639,1726,0,8.0,0.17,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,1106.0,1029.0,605.0,3422.0,67.0,562.0,2.0,34.0,552.0,1092.0,100.0,121.0,11,20.8,POINT (-87.7618894104182 41.97691449999999),-87.7618894104182,41.97691449999999
98,17031110502,3214,1440,0,0.0,0.0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,799.0,590.0,424.0,2450.0,50.0,327.0,11.0,24.0,352.0,650.0,352.0,254.0,11,20.8,POINT (-87.7599174579861 41.9704815),-87.7599174579861,41.9704815
99,17031760802,2276,1145,0,0.0,0.0,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,817.0,284.0,681.0,2158.0,6.0,53.0,0.0,0.0,59.0,133.0,113.0,112.0,76,13.2,POINT (-87.84683007782019 41.960435000000004),-87.84683007782019,41.960435000000004
100,17031150502,4205,1489,0,97.0,2.31,0,0,0,0,0,1,16.7,0,0,0,0,0,0,0,0,1688.0,886.0,523.0,3237.0,100.0,273.0,1.0,10.0,584.0,1262.0,215.0,206.0,15,36.3,POINT (-87.78180563356165 41.956827),-87.78180563356165,41.956827
101,17031150401,4793,1824,0,0.0,0.0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,1347.0,1049.0,649.0,3818.0,31.0,247.0,3.0,15.0,679.0,1199.0,211.0,285.0,15,36.3,POINT (-87.77226418125 41.964513499999995),-87.77226418125,41.964513499999995
102,17031150501,3648,1324,0,6.0,0.16,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,585.0,781.0,560.0,2973.0,20.0,216.0,1.0,7.0,431.0,786.0,95.0,86.0,15,36.3,POINT (-87.78197315131578 41.964336),-87.78197315131578,41.964336
103,17031842900,2341,1118,0,0.0,0.0,0,0,0,0,0,1,43.6,0,0,0,0,0,0,0,0,1750.0,567.0,400.0,343.0,1862.0,25.0,0.0,2.0,109.0,152.0,691.0,471.0,28,24.1,POINT (-87.67238716724137 41.862797),-87.67238716724137,41.862797
104,17031841900,4865,1632,0,1784.0,36.67,0,0,0,0,0,0,18.2,0,1,0,1,0,0,0,0,918.0,410.0,87.0,2601.0,815.0,1042.0,6.0,16.0,385.0,493.0,253.0,11.0,28,24.1,POINT (-87.64290850228556 41.867174),-87.64290850228556,41.867174
105,17031843100,1892,576,0,174.0,9.2,0,1,0,0,0,1,48.2,0,1,0,1,0,0,0,0,1191.0,541.0,157.0,111.0,1727.0,12.0,0.0,3.0,39.0,57.0,216.0,202.0,29,44.1,POINT (-87.70060263798509 41.860057999999995),-87.70060263798509,41.860057999999995
106,17031843000,2378,891,0,5.0,0.21,0,0,0,0,0,1,42.5,0,0,0,0,0,0,0,0,2002.0,718.0,292.0,7.0,2329.0,1.0,0.0,4.0,37.0,43.0,379.0,586.0,29,44.1,POINT (-87.7228495907583 41.8685045),-87.7228495907583,41.8685045
107,17031843300,1228,329,0,220.0,17.92,0,1,0,0,0,1,44.8,0,1,0,1,0,0,0,0,1170.0,315.0,95.0,190.0,770.0,10.0,1.0,8.0,249.0,401.0,113.0,178.0,29,44.1,POINT (-87.69253272816368 41.864096499999995),-87.69253272816368,41.864096499999995
108,17031842100,6731,1986,0,14.0,0.21,0,1,0,1,1,1,27.2,0,1,0,1,0,0,0,1,4691.0,1960.0,541.0,1239.0,4027.0,35.0,6.0,42.0,1382.0,2562.0,296.0,890.0,23,33.5,POINT (-87.73364973913043 41.895219999999995),-87.73364973913043,41.895219999999995
109,17031080201,3287,2418,0,0.0,0.0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,129.0,154.0,761.0,2941.0,109.0,144.0,0.0,2.0,91.0,117.0,686.0,53.0,8,17.8,POINT (-87.6310014372057 41.9094355),-87.6310014372057,41.9094355
110,17031080202,3498,2432,0,0.0,0.0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,460.0,200.0,495.0,3112.0,79.0,215.0,0.0,4.0,88.0,158.0,967.0,15.0,8,17.8,POINT (-87.63090648969072 41.905913),-87.63090648969072,41.905913
111,17031070101,3796,2725,0,0.0,0.0,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,860.0,215.0,672.0,3321.0,77.0,263.0,1.0,4.0,130.0,160.0,1189.0,69.0,7,19.1,POINT (-87.63337186559187 41.931608),-87.63337186559187,41.931608
112,17031063301,2641,1852,0,0.0,0.0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,732.0,128.0,328.0,2096.0,176.0,251.0,2.0,2.0,114.0,165.0,1098.0,186.0,6,17.8,POINT (-87.64300474421296 41.9346885),-87.64300474421296,41.9346885
113,17031070102,2413,1706,0,94.0,3.9,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,398.0,108.0,158.0,2063.0,67.0,182.0,1.0,2.0,98.0,150.0,867.0,17.0,7,19.1,POINT (-87.64245830063291 41.930302999999995),-87.64245830063291,41.930302999999995
114,17031063303,1201,935,0,0.0,0.0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,168.0,34.0,481.0,1073.0,17.0,84.0,0.0,1.0,26.0,28.0,424.0,16.0,6,17.8,POINT (-87.63474694314108 41.934884999999994),-87.63474694314108,41.934884999999994
115,17031081201,4059,2502,0,492.0,12.12,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,423.0,161.0,861.0,3422.0,175.0,318.0,1.0,2.0,141.0,207.0,1482.0,18.0,8,17.8,POINT (-87.62619612607205 41.899175),-87.62619612607205,41.899175
116,17031081202,2995,1893,0,2.0,0.07,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,289.0,196.0,943.0,2713.0,74.0,135.0,0.0,4.0,69.0,123.0,550.0,0.0,8,17.8,POINT (-87.62233782131823 41.9057775),-87.62233782131823,41.9057775
117,17031031501,4083,1807,0,485.0,11.88,0,0,0,0,0,1,46.9,0,0,0,0,0,0,0,0,3081.0,681.0,593.0,1593.0,1181.0,948.0,2.0,23.0,336.0,515.0,809.0,753.0,3,20.0,POINT (-87.65243256787687 41.967310999999995),-87.65243256787687,41.967310999999995
118,17031031502,4354,2325,0,0.0,0.0,0,0,0,0,0,1,32.3,0,0,0,0,0,0,0,0,2836.0,804.0,361.0,1571.0,1952.0,352.0,0.0,20.0,459.0,591.0,1234.0,941.0,3,20.0,POINT (-87.65236711526946 41.9636455),-87.65236711526946,41.9636455
119,17031040402,4468,2376,0,0.0,0.0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,1004.0,619.0,200.0,3493.0,139.0,280.0,0.0,17.0,539.0,846.0,385.0,163.0,4,23.0,POINT (-87.67921526439144 41.9723975),-87.67921526439144,41.9723975
120,17031220702,4060,1358,0,30.0,0.74,0,0,0,0,0,1,13.8,0,0,0,0,0,0,0,0,1424.0,1111.0,205.0,2077.0,309.0,56.0,10.0,20.0,1588.0,2942.0,159.0,161.0,22,22.9,POINT (-87.72334984231884 41.928168),-87.72334984231884,41.928168
121,17031842200,2603,1390,0,0.0,0.0,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,806.0,449.0,236.0,1292.0,1016.0,208.0,0.0,5.0,82.0,135.0,480.0,265.0,8,17.8,POINT (-87.65040443071427 41.9037275),-87.65040443071427,41.9037275
122,17031842300,3244,1592,0,192.0,5.92,0,0,0,0,0,0,5.6,0,0,0,0,0,0,0,0,591.0,349.0,195.0,2281.0,551.0,166.0,7.0,13.0,226.0,349.0,187.0,41.0,24,21.5,POINT (-87.6594122159249 41.90208199999999),-87.6594122159249,41.90208199999999
123,17031843700,2117,920,0,1.0,0.05,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,349.0,474.0,171.0,1656.0,106.0,88.0,1.0,19.0,247.0,516.0,143.0,77.0,5,16.6,POINT (-87.6918826778206 41.943956),-87.6918826778206,41.943956
124,17031834900,2272,790,0,32.0,1.41,0,1,0,1,1,1,50.3,0,1,0,1,0,0,0,1,1147.0,702.0,338.0,18.0,2208.0,1.0,0.0,17.0,28.0,19.0,375.0,369.0,67,51.0,POINT (-87.65673805073311 41.77229799999999),-87.65673805073311,41.77229799999999
125,17031835000,5778,1669,0,5.0,0.09,0,0,0,0,0,1,32.8,0,0,0,0,0,0,0,0,3934.0,1886.0,470.0,891.0,3656.0,18.0,0.0,12.0,1201.0,1998.0,681.0,837.0,66,40.5,POINT (-87.68605852899958 41.782833499999995),-87.68605852899958,41.782833499999995
126,17031835100,5369,1275,0,9.0,0.17,0,1,0,0,0,1,21.2,0,1,0,1,0,0,0,0,2774.0,1806.0,291.0,2123.0,1159.0,15.0,0.0,60.0,2012.0,4097.0,224.0,472.0,63,36.3,POINT (-87.68625628328981 41.790229999999994),-87.68625628328981,41.790229999999994
127,17031834700,2078,635,0,7.0,0.34,0,1,0,1,1,1,52.3,0,1,0,1,0,0,0,1,1086.0,637.0,232.0,18.0,2008.0,1.0,0.0,11.0,40.0,41.0,250.0,280.0,68,34.3,POINT (-87.64507788660973 41.79067499999999),-87.64507788660973,41.79067499999999
128,17031834800,1953,733,0,13.0,0.67,0,0,0,0,0,1,43.6,0,0,0,0,0,0,0,0,1003.0,513.0,294.0,8.0,1905.0,1.0,0.0,5.0,34.0,21.0,409.0,312.0,68,34.3,POINT (-87.64490877520106 41.783390499999996),-87.64490877520106,41.783390499999996
129,17031839800,2730,1119,0,12.0,0.44,0,1,0,0,0,1,17.5,0,1,0,1,0,0,0,0,985.0,484.0,327.0,1503.0,30.0,832.0,0.0,8.0,357.0,611.0,343.0,72.0,60,21.3,POINT (-87.64375957666454 41.834447999999995),-87.64375957666454,41.834447999999995
130,17031839700,4326,1714,0,0.0,0.0,0,1,0,1,1,1,20.6,0,1,0,1,0,0,0,1,1648.0,957.0,404.0,2440.0,117.0,717.0,0.0,44.0,1008.0,1778.0,485.0,283.0,60,21.3,POINT (-87.65226260245768 41.834267499999996),-87.65226260245768,41.834267499999996
131,17031839900,4080,1705,0,0.0,0.0,0,0,0,0,1,0,14.8,0,1,0,1,0,0,0,1,1373.0,822.0,353.0,2763.0,65.0,560.0,5.0,44.0,643.0,1159.0,263.0,286.0,60,21.3,POINT (-87.64886810958905 41.8270105),-87.64886810958905,41.8270105
132,17031835200,2060,674,0,0.0,0.0,0,1,0,0,0,1,9.6,0,1,0,1,0,0,0,0,634.0,506.0,219.0,1404.0,70.0,29.0,0.0,8.0,549.0,1073.0,81.0,124.0,56,37.3,POINT (-87.74525948202614 41.796403),-87.74525948202614,41.796403
133,17031838800,3233,1087,0,1.0,0.03,1,1,1,1,1,1,42.5,1,1,1,1,1,0,0,1,1906.0,1059.0,355.0,685.0,1772.0,3.0,0.0,17.0,756.0,1331.0,343.0,495.0,51,40.8,POINT (-87.57352768110235 41.683702999999994),-87.57352768110235,41.683702999999994
134,17031833900,2714,824,0,23.0,0.85,0,0,0,0,0,1,33.9,0,0,0,0,0,0,0,0,1656.0,904.0,251.0,621.0,1398.0,11.0,0.0,62.0,622.0,1279.0,345.0,353.0,46,45.2,POINT (-87.5479982528851 41.7314865),-87.5479982528851,41.7314865
135,17031836600,2997,1002,0,6.0,0.2,0,0,0,0,0,1,17.7,0,0,0,0,0,0,0,0,1122.0,858.0,234.0,946.0,1293.0,25.0,1.0,16.0,716.0,1475.0,116.0,322.0,23,33.5,POINT (-87.70797484514051 41.8991625),-87.70797484514051,41.8991625
136,17031836800,2661,1028,0,27.0,1.01,0,1,0,1,1,1,68.5,0,1,0,1,0,0,0,1,1821.0,800.0,242.0,119.0,2482.0,8.0,0.0,3.0,49.0,83.0,437.0,514.0,27,43.5,POINT (-87.71356827798508 41.8847175),-87.71356827798508,41.8847175
137,17031836700,2397,788,0,0.0,0.0,0,0,0,0,0,1,38.8,0,0,0,0,0,0,0,0,1655.0,793.0,198.0,157.0,2043.0,5.0,1.0,10.0,181.0,258.0,314.0,375.0,23,33.5,POINT (-87.70152116606496 41.89203),-87.70152116606496,41.89203
138,17031832200,2940,1497,0,8.0,0.27,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,471.0,410.0,133.0,2559.0,56.0,116.0,0.0,14.0,195.0,410.0,215.0,9.0,22,22.9,POINT (-87.68014167857143 41.919868),-87.68014167857143,41.919868
139,17031831000,2138,1083,0,0.0,0.0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,140.0,302.0,62.0,1821.0,34.0,147.0,0.0,4.0,132.0,189.0,98.0,0.0,22,22.9,POINT (-87.67998875337838 41.914127500000006),-87.67998875337838,41.914127500000006
140,17031832400,3181,1251,0,0.0,0.0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,541.0,661.0,143.0,2177.0,133.0,128.0,3.0,17.0,723.0,1495.0,150.0,46.0,22,22.9,POINT (-87.69225581267217 41.915730999999994),-87.69225581267217,41.915730999999994
141,17031730202,3115,1027,0,189.0,6.07,0,0,0,0,0,0,11.9,0,1,0,1,0,0,0,0,1077.0,677.0,692.0,16.0,3058.0,3.0,0.0,2.0,36.0,21.0,101.0,155.0,73,39.9,POINT (-87.64821971712328 41.726935999999995),-87.64821971712328,41.726935999999995
142,17031660301,1785,485,0,0.0,0.0,0,0,0,0,0,1,32.8,0,0,0,0,0,0,0,0,1197.0,635.0,67.0,386.0,608.0,0.0,0.0,9.0,782.0,1149.0,228.0,238.0,66,40.5,POINT (-87.69829147250508 41.7799865),-87.69829147250508,41.7799865
143,17031660302,5527,1395,0,0.0,0.0,0,0,0,0,0,1,24.6,0,0,0,0,0,0,0,0,3191.0,1873.0,224.0,1802.0,1284.0,20.0,0.0,60.0,2361.0,4056.0,368.0,474.0,66,40.5,POINT (-87.69839270075323 41.783593499999995),-87.69839270075323,41.783593499999995
144,17031430101,3689,1609,0,0.0,0.0,0,1,0,1,1,1,35.8,0,1,0,1,0,0,0,1,2028.0,998.0,301.0,36.0,3591.0,8.0,1.0,2.0,51.0,29.0,645.0,844.0,43,37.4,POINT (-87.57395346369861 41.7698275),-87.57395346369861,41.7698275
145,17031252201,2953,970,0,346.0,11.72,0,0,0,0,0,1,30.8,0,0,0,0,0,0,0,0,1465.0,640.0,559.0,71.0,2853.0,1.0,0.0,8.0,20.0,37.0,325.0,347.0,25,38.4,POINT (-87.75210530110496 41.876695),-87.75210530110496,41.876695
146,17031063302,3996,2784,0,0.0,0.0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,356.0,220.0,370.0,3380.0,124.0,334.0,4.0,10.0,144.0,229.0,1296.0,0.0,6,17.8,POINT (-87.63990546471902 41.934799999999996),-87.63990546471902,41.934799999999996
147,17031070103,1709,1305,0,0.0,0.0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,277.0,80.0,79.0,1412.0,55.0,173.0,0.0,7.0,62.0,93.0,574.0,0.0,7,19.1,POINT (-87.64267370190814 41.9270255),-87.64267370190814,41.9270255
148,17031220701,3437,1068,0,8.0,0.23,0,0,0,0,0,1,13.5,0,0,0,0,0,0,0,0,1170.0,976.0,202.0,1751.0,134.0,30.0,4.0,22.0,1496.0,2701.0,124.0,146.0,22,22.9,POINT (-87.72161972986694 41.926191),-87.72161972986694,41.926191
149,17031834000,3632,1255,0,30.0,0.83,0,1,0,1,1,1,29.3,0,1,0,1,0,0,0,1,1728.0,1077.0,411.0,18.0,3569.0,1.0,0.0,2.0,42.0,54.0,369.0,437.0,49,52.4,POINT (-87.63066872053159 41.7311005),-87.63066872053159,41.7311005
150,17031834300,6570,2487,0,81.0,1.23,0,0,0,0,0,0,18.2,0,1,0,1,0,0,0,0,2140.0,1453.0,1278.0,75.0,6316.0,15.0,4.0,18.0,142.0,97.0,603.0,560.0,45,54.4,POINT (-87.59191461507936 41.74723),-87.59191461507936,41.74723
151,17031834200,4944,2041,0,20.0,0.4,0,0,0,0,0,0,18.0,0,0,0,0,0,0,0,0,1371.0,1196.0,692.0,41.0,4809.0,16.0,0.0,15.0,63.0,93.0,442.0,718.0,43,37.4,POINT (-87.58329322639692 41.75506),-87.58329322639692,41.75506
152,17031834400,3772,1551,0,146.0,3.87,0,1,0,1,1,1,25.8,0,1,0,1,0,0,0,1,1842.0,1027.0,370.0,185.0,3415.0,22.0,0.0,10.0,140.0,88.0,496.0,633.0,42,46.8,POINT (-87.59604211281302 41.776877),-87.59604211281302,41.776877
153,17031843900,3533,1935,0,26.0,0.74,1,1,1,1,1,1,28.4,1,1,1,1,1,0,0,1,1700.0,635.0,563.0,129.0,3261.0,43.0,0.0,14.0,86.0,63.0,730.0,485.0,42,46.8,POINT (-87.57658163349514 41.775846),-87.57658163349514,41.775846
154,17031836200,1529,130,1,1219.0,79.73,0,0,0,0,0,1,21.1,0,0,0,0,0,0,0,0,95.0,44.0,47.0,1019.0,77.0,309.0,0.0,3.0,121.0,128.0,30.0,0.0,41,15.4,POINT (-87.60128535600685 41.7904745),-87.60128535600685,41.7904745
155,17031831200,5021,1357,0,9.0,0.18,0,0,0,0,0,1,20.9,0,0,0,0,0,0,0,0,2591.0,1598.0,258.0,1933.0,265.0,26.0,2.0,20.0,2775.0,4593.0,263.0,260.0,20,45.2,POINT (-87.7321661653666 41.91535),-87.7321661653666,41.91535
156,17031831600,7270,2411,0,8.0,0.11,0,0,0,0,0,1,8.7,0,0,0,0,0,0,0,0,2817.0,1970.0,884.0,4148.0,575.0,166.0,5.0,49.0,2327.0,4578.0,444.0,550.0,18,41.6,POINT (-87.79834108333333 41.924136),-87.79834108333333,41.924136
157,17031831500,4079,1254,0,13.0,0.32,0,0,0,0,0,1,11.7,0,0,0,0,0,0,0,0,1377.0,1091.0,346.0,2364.0,253.0,219.0,0.0,35.0,1208.0,2392.0,186.0,176.0,19,25.9,POINT (-87.78806240125171 41.9274745),-87.78806240125171,41.9274745
158,17031831100,7453,2589,0,3.0,0.04,0,0,0,0,0,1,10.2,0,0,0,0,0,0,0,0,3346.0,1833.0,627.0,4293.0,237.0,355.0,4.0,74.0,2490.0,4495.0,463.0,107.0,21,42.0,POINT (-87.71750578761062 41.9427775),-87.71750578761062,41.9427775
159,17031831700,2075,719,0,0.0,0.0,0,1,0,0,0,1,17.1,0,1,0,1,0,0,0,0,893.0,488.0,160.0,1302.0,42.0,93.0,0.0,20.0,618.0,1129.0,69.0,170.0,15,36.3,POINT (-87.74526965766208 41.954359499999995),-87.74526965766208,41.954359499999995
160,17031440202,2999,1579,0,0.0,0.0,0,1,0,1,1,1,24.3,0,1,0,1,0,0,0,1,1634.0,489.0,835.0,12.0,2923.0,4.0,0.0,7.0,53.0,23.0,375.0,425.0,44,40.5,POINT (-87.60979860382514 41.74104),-87.60979860382514,41.74104
161,17031440102,3127,1500,0,0.0,0.0,0,1,0,1,1,1,32.6,0,1,0,1,0,0,0,1,1747.0,700.0,359.0,11.0,3070.0,1.0,0.0,13.0,32.0,26.0,625.0,677.0,44,40.5,POINT (-87.60134972541536 41.741213),-87.60134972541536,41.741213
162,17031430102,2963,1814,0,10.0,0.34,0,1,0,1,1,1,27.2,0,1,0,1,0,0,0,1,1554.0,499.0,468.0,49.0,2827.0,9.0,0.0,10.0,68.0,50.0,969.0,496.0,43,37.4,POINT (-87.56033619508808 41.7700885),-87.56033619508808,41.7700885
163,17031030702,1630,1087,0,0.0,0.0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,515.0,111.0,266.0,1006.0,170.0,362.0,0.0,4.0,88.0,124.0,592.0,69.0,77,20.8,POINT (-87.65485000801509 41.980793),-87.65485000801509,41.980793
164,17031081401,2279,1551,0,39.0,1.71,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,525.0,126.0,585.0,1733.0,130.0,343.0,0.0,6.0,67.0,122.0,749.0,22.0,8,17.8,POINT (-87.61972185996564 41.8950215),-87.61972185996564,41.8950215
165,17031081403,6229,4278,0,0.0,0.0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,1232.0,304.0,433.0,4384.0,276.0,1349.0,6.0,0.0,214.0,359.0,2308.0,29.0,8,17.8,POINT (-87.62095080043542 41.891287),-87.62095080043542,41.891287
166,17031030603,2095,1273,0,0.0,0.0,0,0,0,0,0,1,23.9,0,0,0,0,0,0,0,0,942.0,271.0,72.0,1031.0,617.0,178.0,0.0,24.0,245.0,447.0,754.0,235.0,77,20.8,POINT (-87.6583988241025 41.9854845),-87.6583988241025,41.9854845
167,17031030701,1549,888,0,196.0,12.65,0,0,0,0,0,1,26.3,0,0,0,0,0,0,0,0,691.0,147.0,107.0,827.0,405.0,120.0,1.0,7.0,189.0,267.0,445.0,151.0,77,20.8,POINT (-87.6579650219178 41.9827095),-87.6579650219178,41.9827095
168,17031030703,2830,1724,0,4.0,0.14,0,0,0,0,0,1,25.1,0,0,0,0,0,0,0,0,1276.0,274.0,584.0,1717.0,586.0,265.0,2.0,23.0,237.0,353.0,920.0,396.0,77,20.8,POINT (-87.65749898543015 41.979102499999996),-87.65749898543015,41.979102499999996
169,17031840800,3716,912,0,0.0,0.0,0,0,0,0,0,1,40.0,0,0,0,0,0,0,0,0,2238.0,1357.0,166.0,1680.0,29.0,13.0,0.0,96.0,1898.0,3638.0,215.0,312.0,30,41.5,POINT (-87.70737043340358 41.8408375),-87.70737043340358,41.8408375
170,17031836000,2177,850,0,0.0,0.0,0,0,0,0,0,1,29.4,0,0,0,0,0,0,0,0,1040.0,613.0,143.0,60.0,2060.0,14.0,0.0,4.0,39.0,30.0,172.0,332.0,38,34.2,POINT (-87.61169120438852 41.813998),-87.61169120438852,41.813998
171,17031835800,1576,654,0,0.0,0.0,0,0,0,0,0,1,42.6,0,0,0,0,0,0,0,0,1114.0,415.0,85.0,42.0,1481.0,2.0,0.0,7.0,44.0,30.0,101.0,240.0,38,34.2,POINT (-87.61898134649374 41.812309),-87.61898134649374,41.812309
172,17031835900,3271,1496,0,20.0,0.61,0,0,0,0,0,1,43.0,0,0,0,0,0,0,0,0,2144.0,880.0,475.0,53.0,3135.0,7.0,0.0,1.0,75.0,54.0,751.0,665.0,38,34.2,POINT (-87.62149700005688 41.820173499999996),-87.62149700005688,41.820173499999996
173,17031834500,1475,499,0,0.0,0.0,0,0,0,0,0,1,35.5,0,0,0,0,0,0,0,0,978.0,503.0,82.0,9.0,1447.0,0.0,0.0,1.0,18.0,12.0,199.0,260.0,40,42.8,POINT (-87.62699227083334 41.789004),-87.62699227083334,41.789004
174,17031836300,1288,631,0,35.0,2.72,0,0,0,0,0,1,25.9,0,0,0,0,0,0,0,0,568.0,199.0,138.0,336.0,841.0,57.0,0.0,1.0,53.0,47.0,191.0,99.0,41,15.4,POINT (-87.60153308371824 41.8014115),-87.60153308371824,41.8014115
175,17031843600,2807,1169,0,0.0,0.0,0,0,0,0,0,1,22.5,0,0,0,0,0,0,0,0,1292.0,775.0,270.0,65.0,2653.0,10.0,0.0,3.0,76.0,47.0,449.0,479.0,38,34.2,POINT (-87.6089485 41.806768),-87.6089485,41.806768
176,17031834600,3778,1197,0,42.0,1.11,0,1,0,1,1,1,40.2,0,1,0,1,0,0,0,1,1338.0,1147.0,410.0,35.0,3692.0,0.0,0.0,2.0,49.0,47.0,463.0,332.0,68,34.3,POINT (-87.63426022931259 41.7871655),-87.63426022931259,41.7871655
177,17031831800,6322,2161,0,300.0,4.75,0,0,0,0,1,0,16.5,0,1,0,1,0,0,0,1,2274.0,1431.0,621.0,3529.0,319.0,1482.0,6.0,50.0,936.0,1457.0,350.0,419.0,13,39.9,POINT (-87.71676219636979 41.977433000000005),-87.71676219636979,41.977433000000005
178,17031838300,1631,676,0,127.0,7.79,0,0,0,0,0,0,19.2,0,0,0,0,0,0,0,0,380.0,302.0,88.0,480.0,861.0,157.0,3.0,8.0,122.0,173.0,197.0,105.0,8,17.8,POINT (-87.63875781511628 41.9014025),-87.63875781511628,41.9014025
179,17031832300,1870,895,0,18.0,0.96,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,364.0,281.0,72.0,1520.0,55.0,112.0,2.0,1.0,180.0,332.0,168.0,17.0,22,22.9,POINT (-87.6719805047826 41.9196215),-87.6719805047826,41.9196215
180,17031832600,3727,1845,0,1.0,0.03,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,437.0,539.0,125.0,3420.0,85.0,130.0,2.0,4.0,86.0,124.0,288.0,9.0,7,19.1,POINT (-87.65349103933566 41.9146),-87.65349103933566,41.9146
181,17031832500,3606,1452,0,559.0,15.5,0,0,0,0,0,0,9.2,0,0,0,0,0,0,0,0,447.0,533.0,361.0,3023.0,247.0,129.0,0.0,7.0,200.0,273.0,280.0,161.0,7,19.1,POINT (-87.66292741111143 41.9210735),-87.66292741111143,41.9210735
182,17031832000,1798,929,0,11.0,0.61,0,0,0,0,0,0,12.1,0,0,0,0,0,0,0,0,399.0,122.0,38.0,1597.0,40.0,96.0,0.0,2.0,63.0,135.0,229.0,10.0,6,17.8,POINT (-87.6542919047619 41.9459085),-87.6542919047619,41.9459085
183,17031061901,3433,2297,0,0.0,0.0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,808.0,251.0,293.0,2811.0,186.0,295.0,0.0,5.0,136.0,276.0,1116.0,88.0,6,17.8,POINT (-87.643282 41.943051999999994),-87.643282,41.943051999999994
184,17031030104,3681,1189,0,1681.0,45.67,0,0,0,0,0,1,27.9,0,0,0,0,0,0,0,0,755.0,129.0,265.0,2398.0,409.0,695.0,1.0,8.0,170.0,282.0,470.0,107.0,77,20.8,POINT (-87.65548755237677 41.9972815),-87.65548755237677,41.9972815
