Tract,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Label,Community Area,Layer,Name,HCSDIAP_2016-2018,HCSDIAP_2016-2018_moe
17031062400,1421,688,0,0.0,0.0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,216.0,178.0,84.0,1306.0,20.0,49.0,0.0,3.0,43.0,84.0,113.0,71.0,"Census Tract 624, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031062500,1497,805,0,0.0,0.0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,238.0,170.0,54.0,1286.0,59.0,58.0,1.0,7.0,86.0,137.0,113.0,21.0,"Census Tract 625, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031062600,2226,977,0,0.0,0.0,0,0,0,0,0,0,1.6,0,0,0,0,0,0,0,0,109.0,492.0,69.0,1925.0,32.0,157.0,0.0,2.0,110.0,184.0,104.0,0.0,"Census Tract 626, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031062700,2724,1262,0,33.0,1.21,0,0,0,0,0,0,4.3,0,0,0,0,0,0,0,0,187.0,364.0,151.0,2400.0,57.0,106.0,1.0,10.0,150.0,229.0,167.0,51.0,"Census Tract 627, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031062800,3506,1636,0,0.0,0.0,0,0,0,0,0,0,5.1,0,0,0,0,0,0,0,0,385.0,439.0,100.0,3188.0,63.0,131.0,0.0,3.0,121.0,217.0,283.0,32.0,"Census Tract 628, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031062900,3976,1961,0,0.0,0.0,0,0,0,0,1,0,7.4,0,1,0,1,0,0,0,1,514.0,391.0,118.0,3584.0,84.0,160.0,0.0,5.0,143.0,223.0,479.0,15.0,"Census Tract 629, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031063000,2973,1724,0,34.0,1.14,0,0,0,0,1,0,8.1,0,1,0,1,0,0,0,1,393.0,202.0,93.0,2536.0,84.0,239.0,3.0,4.0,107.0,213.0,656.0,8.0,"Census Tract 630, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031063100,2173,1347,0,0.0,0.0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,256.0,171.0,66.0,1883.0,45.0,122.0,4.0,7.0,112.0,125.0,538.0,19.0,"Census Tract 631, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031063200,6345,4153,0,298.0,4.7,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,1154.0,362.0,1024.0,5326.0,257.0,492.0,2.0,18.0,250.0,429.0,1898.0,12.0,"Census Tract 632, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031063301,2641,1852,0,0.0,0.0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,732.0,128.0,328.0,2096.0,176.0,251.0,2.0,2.0,114.0,165.0,1098.0,186.0,"Census Tract 633.01, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031063302,3996,2784,0,0.0,0.0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,356.0,220.0,370.0,3380.0,124.0,334.0,4.0,10.0,144.0,229.0,1296.0,0.0,"Census Tract 633.02, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031063303,1201,935,0,0.0,0.0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,168.0,34.0,481.0,1073.0,17.0,84.0,0.0,1.0,26.0,28.0,424.0,16.0,"Census Tract 633.03, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031063400,2180,1250,0,0.0,0.0,0,0,0,0,0,0,5.7,0,0,0,0,0,0,0,0,183.0,143.0,54.0,1874.0,90.0,111.0,5.0,5.0,95.0,145.0,440.0,0.0,"Census Tract 634, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031070101,3796,2725,0,0.0,0.0,0,0,0,0,0,0,15.9,0,0,0,0,0,0,0,0,860.0,215.0,672.0,3321.0,77.0,263.0,1.0,4.0,130.0,160.0,1189.0,69.0,"Census Tract 701.01, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031070102,2413,1706,0,94.0,3.9,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,398.0,108.0,158.0,2063.0,67.0,182.0,1.0,2.0,98.0,150.0,867.0,17.0,"Census Tract 701.02, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031070103,1709,1305,0,0.0,0.0,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,277.0,80.0,79.0,1412.0,55.0,173.0,0.0,7.0,62.0,93.0,574.0,0.0,"Census Tract 701.03, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031070200,3900,2132,0,154.0,3.95,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,517.0,349.0,282.0,3327.0,132.0,277.0,0.0,11.0,153.0,191.0,609.0,46.0,"Census Tract 702, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031070300,3367,1720,0,0.0,0.0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,370.0,306.0,94.0,3025.0,53.0,166.0,1.0,4.0,118.0,170.0,372.0,32.0,"Census Tract 703, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031070400,2984,1552,0,0.0,0.0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,746.0,335.0,358.0,2646.0,109.0,124.0,1.0,2.0,102.0,197.0,499.0,300.0,"Census Tract 704, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031070500,2928,1329,0,225.0,7.68,0,0,0,0,1,0,4.7,0,1,0,1,0,0,0,1,275.0,400.0,399.0,2647.0,97.0,100.0,2.0,2.0,80.0,151.0,246.0,41.0,"Census Tract 705, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031070600,2981,1327,0,0.0,0.0,0,0,0,0,0,0,4.7,0,1,0,1,0,0,0,0,538.0,618.0,114.0,2630.0,30.0,150.0,0.0,8.0,163.0,224.0,98.0,19.0,"Census Tract 706, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031070700,3481,1615,0,2.0,0.06,0,0,0,0,0,0,16.7,0,0,0,0,0,0,0,0,1019.0,690.0,175.0,2766.0,212.0,243.0,0.0,10.0,250.0,403.0,265.0,131.0,"Census Tract 707, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031071000,4442,1173,0,1850.0,41.65,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,300.0,291.0,96.0,3809.0,214.0,195.0,2.0,3.0,219.0,297.0,183.0,7.0,"Census Tract 710, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031071100,2944,1183,0,472.0,16.03,0,0,0,0,0,0,10.1,0,0,0,0,0,0,0,0,483.0,251.0,194.0,2590.0,93.0,141.0,0.0,10.0,110.0,178.0,263.0,0.0,"Census Tract 711, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031071200,1906,1025,0,0.0,0.0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,276.0,247.0,229.0,1679.0,64.0,90.0,0.0,1.0,72.0,116.0,372.0,30.0,"Census Tract 712, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031071300,3513,1925,0,23.0,0.65,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,483.0,485.0,271.0,3148.0,54.0,204.0,0.0,3.0,104.0,129.0,445.0,0.0,"Census Tract 713, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031071400,4570,2924,0,241.0,5.27,0,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0,990.0,333.0,504.0,3888.0,260.0,281.0,1.0,4.0,136.0,214.0,1207.0,123.0,"Census Tract 714, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031071500,5768,3896,0,0.0,0.0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,452.0,474.0,484.0,5100.0,282.0,245.0,10.0,8.0,123.0,236.0,1480.0,0.0,"Census Tract 715, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031071600,1783,788,0,0.0,0.0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,258.0,381.0,177.0,1543.0,101.0,69.0,1.0,3.0,66.0,83.0,157.0,68.0,"Census Tract 716, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031071700,1652,741,0,10.0,0.61,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,0,94.0,329.0,137.0,1330.0,195.0,64.0,0.0,3.0,60.0,75.0,117.0,11.0,"Census Tract 717, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031071800,2646,1173,0,0.0,0.0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,239.0,612.0,162.0,2051.0,416.0,98.0,6.0,2.0,73.0,107.0,192.0,87.0,"Census Tract 718, Cook County, Illinois",7,Community area,Lincoln Park,7.5,3.9026785721
17031080100,6013,3946,0,0.0,0.0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,780.0,421.0,1600.0,5448.0,150.0,275.0,0.0,4.0,136.0,231.0,1472.0,76.0,"Census Tract 801, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031080201,3287,2418,0,0.0,0.0,0,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,129.0,154.0,761.0,2941.0,109.0,144.0,0.0,2.0,91.0,117.0,686.0,53.0,"Census Tract 802.01, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031080202,3498,2432,0,0.0,0.0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,0,0,460.0,200.0,495.0,3112.0,79.0,215.0,0.0,4.0,88.0,158.0,967.0,15.0,"Census Tract 802.02, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031080300,4315,2607,0,0.0,0.0,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,404.0,395.0,188.0,3590.0,266.0,327.0,2.0,5.0,125.0,192.0,740.0,28.0,"Census Tract 803, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031080400,4317,2009,0,25.0,0.58,0,0,0,0,0,1,23.0,0,0,0,0,0,0,0,0,2289.0,1199.0,273.0,1545.0,2568.0,94.0,1.0,4.0,105.0,117.0,802.0,624.0,"Census Tract 804, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081000,7546,4723,0,1107.0,14.67,0,0,0,0,0,0,19.9,0,0,0,0,0,0,0,0,1881.0,253.0,1340.0,5672.0,925.0,684.0,2.0,11.0,252.0,422.0,2689.0,584.0,"Census Tract 810, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081100,3640,2675,0,10.0,0.27,0,0,0,0,0,0,16.2,0,0,0,0,0,0,0,0,777.0,135.0,299.0,2713.0,466.0,337.0,4.0,6.0,114.0,197.0,1758.0,289.0,"Census Tract 811, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081201,4059,2502,0,492.0,12.12,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,423.0,161.0,861.0,3422.0,175.0,318.0,1.0,2.0,141.0,207.0,1482.0,18.0,"Census Tract 812.01, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081202,2995,1893,0,2.0,0.07,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,289.0,196.0,943.0,2713.0,74.0,135.0,0.0,4.0,69.0,123.0,550.0,0.0,"Census Tract 812.02, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081300,4884,3322,0,4.0,0.08,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,1013.0,233.0,1431.0,4110.0,179.0,485.0,0.0,2.0,108.0,187.0,1832.0,0.0,"Census Tract 813, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081401,2279,1551,0,39.0,1.71,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,525.0,126.0,585.0,1733.0,130.0,343.0,0.0,6.0,67.0,122.0,749.0,22.0,"Census Tract 814.01, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081402,4243,2708,0,0.0,0.0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,760.0,316.0,498.0,3027.0,280.0,784.0,3.0,8.0,141.0,209.0,1096.0,77.0,"Census Tract 814.02, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081403,6229,4278,0,0.0,0.0,0,0,0,0,0,0,10.8,0,0,0,0,0,0,0,0,1232.0,304.0,433.0,4384.0,276.0,1349.0,6.0,0.0,214.0,359.0,2308.0,29.0,"Census Tract 814.03, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081500,4379,2941,0,11.0,0.25,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,700.0,225.0,387.0,3398.0,147.0,698.0,4.0,11.0,121.0,208.0,984.0,54.0,"Census Tract 815, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081600,3545,2556,0,0.0,0.0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,599.0,140.0,255.0,2811.0,125.0,481.0,1.0,4.0,123.0,181.0,1550.0,12.0,"Census Tract 816, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081700,3102,2014,0,115.0,3.71,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,492.0,180.0,128.0,2119.0,321.0,403.0,0.0,13.0,246.0,318.0,1384.0,74.0,"Census Tract 817, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081800,6866,4592,0,3.0,0.04,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,618.0,360.0,178.0,5783.0,175.0,700.0,0.0,6.0,202.0,295.0,1693.0,0.0,"Census Tract 818, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031081900,1053,481,0,0.0,0.0,0,0,0,0,0,1,22.6,0,0,0,0,0,0,0,0,352.0,208.0,93.0,428.0,542.0,54.0,0.0,0.0,29.0,23.0,96.0,100.0,"Census Tract 819, Cook County, Illinois",8,Community area,Near North Side,4.1,2.433928571865
17031100100,5313,2240,0,5.0,0.09,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,1288.0,1099.0,796.0,4649.0,41.0,265.0,1.0,28.0,329.0,743.0,165.0,238.0,"Census Tract 1001, Cook County, Illinois",10,Community area,Norwood Park,9.3,4.8678571420850005
17031100200,6749,2792,0,159.0,2.36,0,0,0,0,1,0,9.6,0,1,0,1,0,0,0,1,1196.0,1413.0,1192.0,6216.0,27.0,157.0,1.0,24.0,324.0,791.0,426.0,187.0,"Census Tract 1002, Cook County, Illinois",10,Community area,Norwood Park,9.3,4.8678571420850005
17031100300,6177,2569,0,355.0,5.75,0,0,0,0,1,0,4.0,0,1,0,1,0,0,0,1,813.0,1113.0,1769.0,5704.0,29.0,218.0,0.0,4.0,222.0,600.0,598.0,79.0,"Census Tract 1003, Cook County, Illinois",10,Community area,Norwood Park,9.3,4.8678571420850005
17031100400,3066,1210,0,6.0,0.2,0,0,0,0,1,0,5.3,0,1,0,1,0,0,0,1,415.0,713.0,511.0,2792.0,14.0,118.0,0.0,5.0,137.0,340.0,109.0,42.0,"Census Tract 1004, Cook County, Illinois",10,Community area,Norwood Park,9.3,4.8678571420850005
17031100500,5779,2221,0,7.0,0.12,0,0,0,0,1,0,5.9,0,1,0,1,0,0,0,1,745.0,1297.0,1029.0,5083.0,26.0,315.0,0.0,11.0,344.0,600.0,296.0,174.0,"Census Tract 1005, Cook County, Illinois",10,Community area,Norwood Park,9.3,4.8678571420850005
17031100600,4832,1890,0,0.0,0.0,0,0,0,0,0,0,5.2,0,1,0,1,0,0,0,0,1077.0,969.0,796.0,4179.0,36.0,293.0,2.0,7.0,315.0,690.0,119.0,212.0,"Census Tract 1006, Cook County, Illinois",10,Community area,Norwood Park,9.3,4.8678571420850005
17031100700,4826,1876,0,11.0,0.23,0,0,0,0,0,0,4.0,0,1,0,1,0,0,0,0,731.0,949.0,1069.0,4119.0,19.0,343.0,0.0,8.0,337.0,657.0,112.0,33.0,"Census Tract 1007, Cook County, Illinois",10,Community area,Norwood Park,9.3,4.8678571420850005
17031110100,5254,2063,0,0.0,0.0,0,0,0,0,0,0,12.1,0,0,0,0,0,0,0,0,1533.0,1127.0,711.0,4294.0,71.0,382.0,8.0,23.0,476.0,845.0,232.0,115.0,"Census Tract 1101, Cook County, Illinois",11,Community area,Jefferson Park,9.8,7.30178571395
17031110200,2828,1155,0,3.0,0.11,0,0,0,0,0,0,9.0,0,0,0,0,0,0,0,0,620.0,562.0,480.0,2244.0,21.0,262.0,0.0,19.0,282.0,536.0,238.0,194.0,"Census Tract 1102, Cook County, Illinois",11,Community area,Jefferson Park,9.8,7.30178571395
17031110300,5161,1945,0,0.0,0.0,0,0,0,0,0,0,13.2,0,1,0,1,0,0,0,0,1404.0,1076.0,809.0,4174.0,45.0,438.0,5.0,8.0,491.0,903.0,140.0,207.0,"Census Tract 1103, Cook County, Illinois",11,Community area,Jefferson Park,9.8,7.30178571395
17031110400,4352,1808,0,11.0,0.25,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,1210.0,805.0,659.0,3504.0,56.0,307.0,1.0,34.0,450.0,901.0,198.0,67.0,"Census Tract 1104, Cook County, Illinois",11,Community area,Jefferson Park,9.8,7.30178571395
17031110501,4639,1726,0,8.0,0.17,0,0,0,0,0,0,5.2,0,0,0,0,0,0,0,0,1106.0,1029.0,605.0,3422.0,67.0,562.0,2.0,34.0,552.0,1092.0,100.0,121.0,"Census Tract 1105.01, Cook County, Illinois",11,Community area,Jefferson Park,9.8,7.30178571395
17031110502,3214,1440,0,0.0,0.0,0,0,0,0,0,0,9.6,0,0,0,0,0,0,0,0,799.0,590.0,424.0,2450.0,50.0,327.0,11.0,24.0,352.0,650.0,352.0,254.0,"Census Tract 1105.02, Cook County, Illinois",11,Community area,Jefferson Park,9.8,7.30178571395
17031130100,5133,2023,0,276.0,5.38,0,0,0,0,1,0,13.1,0,1,0,1,0,0,0,1,1704.0,925.0,1831.0,3393.0,51.0,1415.0,2.0,7.0,265.0,352.0,576.0,358.0,"Census Tract 1301, Cook County, Illinois",13,Community area,North Park,17.3,10.994642856505001
17031130200,1412,625,0,0.0,0.0,0,0,0,0,0,0,5.2,0,1,0,1,0,0,0,0,199.0,311.0,245.0,1033.0,17.0,179.0,0.0,5.0,178.0,317.0,37.0,37.0,"Census Tract 1302, Cook County, Illinois",13,Community area,North Park,17.3,10.994642856505001
17031130300,5064,1737,0,0.0,0.0,0,1,0,1,1,1,19.5,0,1,0,1,0,0,0,1,1892.0,1214.0,566.0,2495.0,225.0,1564.0,9.0,18.0,753.0,1098.0,267.0,297.0,"Census Tract 1303, Cook County, Illinois",13,Community area,North Park,17.3,10.994642856505001
17031140100,3729,1140,0,0.0,0.0,0,0,0,0,0,1,30.1,0,0,0,0,0,0,0,0,1980.0,1033.0,140.0,1808.0,354.0,567.0,2.0,22.0,976.0,1860.0,344.0,202.0,"Census Tract 1401, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140200,5965,1725,0,898.0,15.05,0,0,0,0,0,1,26.2,0,0,0,0,0,0,0,0,2727.0,1219.0,447.0,3086.0,306.0,996.0,1.0,40.0,1536.0,2654.0,558.0,427.0,"Census Tract 1402, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140301,2891,798,0,0.0,0.0,0,0,0,0,0,1,24.8,0,0,0,0,0,0,0,0,1514.0,794.0,173.0,981.0,119.0,736.0,0.0,14.0,1041.0,1571.0,206.0,144.0,"Census Tract 1403.01, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140302,4345,1308,0,354.0,8.15,0,0,0,0,0,0,12.9,0,0,0,0,0,0,0,0,1249.0,1009.0,625.0,1988.0,240.0,1005.0,4.0,32.0,1076.0,1698.0,148.0,153.0,"Census Tract 1403.02, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140400,6805,2197,0,0.0,0.0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,1207.0,1697.0,802.0,4017.0,119.0,1372.0,0.0,24.0,1273.0,2216.0,285.0,164.0,"Census Tract 1404, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140500,3679,1217,0,0.0,0.0,0,1,0,0,0,1,12.8,0,1,0,1,0,0,0,0,1978.0,919.0,287.0,2220.0,103.0,384.0,0.0,30.0,942.0,1879.0,171.0,217.0,"Census Tract 1405, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140601,2786,833,0,0.0,0.0,0,0,0,0,0,1,13.4,0,0,0,0,0,0,0,0,1307.0,722.0,252.0,1353.0,65.0,440.0,10.0,14.0,904.0,1686.0,218.0,269.0,"Census Tract 1406.01, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140602,5397,1586,0,0.0,0.0,0,0,0,0,0,1,24.4,0,0,0,0,0,0,0,0,2207.0,1590.0,255.0,2405.0,434.0,555.0,2.0,43.0,1958.0,3332.0,412.0,533.0,"Census Tract 1406.02, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140701,2933,954,0,0.0,0.0,0,0,0,0,0,1,13.5,0,0,0,0,0,0,0,0,1136.0,724.0,134.0,1421.0,137.0,410.0,0.0,63.0,902.0,1658.0,247.0,131.0,"Census Tract 1407.01, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140702,6187,1938,0,13.0,0.21,0,0,0,0,0,1,19.8,0,0,0,0,0,0,0,0,2588.0,1671.0,311.0,2872.0,264.0,488.0,6.0,54.0,2503.0,4153.0,412.0,331.0,"Census Tract 1407.02, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031140800,6825,2626,0,0.0,0.0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,1728.0,1544.0,551.0,4377.0,229.0,590.0,7.0,47.0,1575.0,2780.0,373.0,297.0,"Census Tract 1408, Cook County, Illinois",14,Community area,Albany Park,12.1,6.00089285768
17031150200,7540,3026,0,17.0,0.23,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,2001.0,1640.0,681.0,5561.0,177.0,497.0,5.0,43.0,1257.0,2346.0,523.0,304.0,"Census Tract 1502, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031150300,7198,2862,0,3.0,0.04,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,1473.0,1541.0,901.0,5830.0,90.0,328.0,0.0,33.0,917.0,1878.0,329.0,188.0,"Census Tract 1503, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031150401,4793,1824,0,0.0,0.0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,1347.0,1049.0,649.0,3818.0,31.0,247.0,3.0,15.0,679.0,1199.0,211.0,285.0,"Census Tract 1504.01, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031150402,3886,1348,0,2.0,0.05,0,0,0,0,0,0,4.7,0,1,0,1,0,0,0,0,714.0,847.0,450.0,2988.0,40.0,202.0,5.0,6.0,645.0,1224.0,109.0,162.0,"Census Tract 1504.02, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031150501,3648,1324,0,6.0,0.16,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,585.0,781.0,560.0,2973.0,20.0,216.0,1.0,7.0,431.0,786.0,95.0,86.0,"Census Tract 1505.01, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031150502,4205,1489,0,97.0,2.31,0,0,0,0,0,1,16.7,0,0,0,0,0,0,0,0,1688.0,886.0,523.0,3237.0,100.0,273.0,1.0,10.0,584.0,1262.0,215.0,206.0,"Census Tract 1505.02, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031150600,4163,1425,0,0.0,0.0,0,0,0,0,1,0,10.0,0,1,0,1,0,0,0,1,1136.0,950.0,431.0,3155.0,50.0,163.0,4.0,34.0,757.0,1546.0,145.0,126.0,"Census Tract 1506, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031150700,4608,1552,0,0.0,0.0,0,0,0,0,1,0,17.9,0,1,0,1,0,0,0,1,1345.0,1106.0,483.0,3226.0,88.0,173.0,2.0,36.0,1083.0,1970.0,123.0,128.0,"Census Tract 1507, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031150800,5280,1758,0,30.0,0.57,0,1,0,0,0,1,5.0,0,1,0,1,0,0,0,0,1429.0,1346.0,436.0,3622.0,153.0,219.0,8.0,50.0,1228.0,2842.0,112.0,278.0,"Census Tract 1508, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031151001,2819,909,0,0.0,0.0,0,0,0,0,0,0,17.3,0,1,0,1,0,0,0,0,1024.0,706.0,258.0,1616.0,76.0,71.0,0.0,22.0,1034.0,1737.0,159.0,148.0,"Census Tract 1510.01, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031151002,4567,1547,0,0.0,0.0,0,1,0,0,0,1,10.1,0,1,0,1,0,0,0,0,1779.0,1158.0,333.0,2718.0,106.0,169.0,7.0,75.0,1492.0,2857.0,189.0,206.0,"Census Tract 1510.02, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031151100,5458,1777,0,8.0,0.15,0,1,0,0,0,1,17.6,0,1,0,1,0,0,0,0,2077.0,1281.0,588.0,3752.0,79.0,220.0,3.0,57.0,1347.0,2566.0,279.0,277.0,"Census Tract 1511, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031151200,3884,1244,0,0.0,0.0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,925.0,877.0,505.0,2910.0,40.0,202.0,0.0,38.0,694.0,1519.0,145.0,82.0,"Census Tract 1512, Cook County, Illinois",15,Community area,Portage Park,8.7,3.6928571425550003
17031160100,2485,947,0,0.0,0.0,0,0,0,0,0,0,9.4,0,1,0,1,0,0,0,0,549.0,582.0,276.0,1761.0,62.0,256.0,0.0,14.0,392.0,716.0,92.0,135.0,"Census Tract 1601, Cook County, Illinois",16,Community area,Irving Park,9.7,3.9026785721
17031160200,3443,1309,0,47.0,1.37,0,0,0,0,1,0,6.9,0,1,0,1,0,0,0,1,408.0,863.0,328.0,2587.0,94.0,276.0,1.0,9.0,476.0,873.0,136.0,52.0,"Census Tract 1602, Cook County, Illinois",16,Community area,Irving Park,9.7,3.9026785721
17031160300,3785,1855,0,118.0,3.12,0,0,0,0,1,0,12.1,0,1,0,1,0,0,0,1,989.0,538.0,411.0,2608.0,315.0,369.0,0.0,12.0,481.0,814.0,501.0,112.0,"Census Tract 1603, Cook County, Illinois",16,Community area,Irving Park,9.7,3.9026785721
17031160400,4768,1843,0,7.0,0.15,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,1330.0,1072.0,353.0,3159.0,202.0,281.0,6.0,23.0,1097.0,2126.0,227.0,178.0,"Census Tract 1604, Cook County, Illinois",16,Community area,Irving Park,9.7,3.9026785721
