Tract,Pop2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,Label,Community Area,Layer,Name,HCSDIAP_2016-2018,HCSDIAP_2016-2018_moe
17031010100,4854,2302,0,218.0,4.49,0,1,0,1,1,1,35.8,0,1,0,1,0,0,0,1,2035.0,1058.0,277.0,1810.0,2437.0,150.0,1.0,33.0,423.0,616.0,1162.0,433.0,"Census Tract 101, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010201,6450,2463,0,163.0,2.53,0,0,0,0,0,1,36.8,0,0,0,0,0,0,0,0,3776.0,1704.0,314.0,2312.0,2350.0,299.0,6.0,48.0,1435.0,2049.0,751.0,851.0,"Census Tract 102.01, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010202,2818,1115,0,315.0,11.18,0,0,0,0,0,1,18.5,0,0,0,0,0,0,0,0,1476.0,623.0,309.0,1237.0,953.0,143.0,1.0,18.0,466.0,789.0,464.0,232.0,"Census Tract 102.02, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010300,6236,2826,0,791.0,12.68,0,1,0,1,1,1,16.1,0,1,0,1,0,0,0,1,2117.0,951.0,884.0,3267.0,1722.0,346.0,16.0,21.0,864.0,1169.0,993.0,470.0,"Census Tract 103, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010400,5042,2098,0,1349.0,26.76,0,0,0,0,0,1,19.1,0,0,0,0,0,0,0,0,1322.0,419.0,263.0,3341.0,729.0,562.0,5.0,17.0,388.0,480.0,655.0,277.0,"Census Tract 104, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010501,4091,2293,0,7.0,0.17,0,0,0,0,0,1,20.7,0,0,0,0,0,0,0,0,1894.0,562.0,392.0,2018.0,1300.0,383.0,5.0,23.0,362.0,506.0,1132.0,466.0,"Census Tract 105.01, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010502,3101,1684,0,3.0,0.1,0,0,0,0,0,1,30.0,0,0,0,0,0,0,0,0,1356.0,376.0,106.0,1820.0,776.0,239.0,1.0,31.0,234.0,340.0,751.0,180.0,"Census Tract 105.02, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010503,2290,1184,0,163.0,7.12,0,0,0,0,0,1,48.0,0,0,0,0,0,0,0,0,1135.0,142.0,535.0,1452.0,303.0,331.0,2.0,19.0,183.0,245.0,494.0,296.0,"Census Tract 105.03, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010600,6097,2943,0,175.0,2.87,0,0,0,0,0,1,24.4,0,0,0,0,0,0,0,0,2329.0,980.0,396.0,3459.0,1542.0,329.0,1.0,33.0,733.0,1153.0,1263.0,365.0,"Census Tract 106, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010701,3864,1535,0,0.0,0.0,0,0,0,0,0,1,20.8,0,0,0,0,0,0,0,0,1593.0,962.0,240.0,2125.0,761.0,204.0,2.0,15.0,757.0,1463.0,285.0,273.0,"Census Tract 107.01, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031010702,5143,1912,0,60.0,1.17,0,0,0,0,0,1,24.2,0,0,0,0,0,0,0,0,2640.0,1363.0,167.0,2381.0,1155.0,323.0,3.0,36.0,1245.0,2423.0,698.0,406.0,"Census Tract 107.02, Cook County, Illinois",1,Community area,Rogers Park,11.2,4.741964285345
17031020100,3965,1508,0,48.0,1.21,0,0,0,0,0,1,14.2,0,0,0,0,0,0,0,0,1505.0,1000.0,352.0,1529.0,1182.0,608.0,4.0,28.0,614.0,952.0,250.0,250.0,"Census Tract 201, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020200,6676,2054,0,118.0,1.77,0,0,0,0,0,0,13.5,0,0,0,0,0,0,0,0,2080.0,1865.0,838.0,4069.0,618.0,1394.0,1.0,8.0,586.0,943.0,91.0,352.0,"Census Tract 202, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020301,4750,1969,0,2.0,0.04,0,0,0,0,0,0,13.6,0,1,0,1,0,0,0,0,1916.0,1228.0,1233.0,3965.0,106.0,470.0,0.0,15.0,194.0,289.0,346.0,276.0,"Census Tract 203.01, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020302,4650,1630,0,369.0,7.94,0,1,0,0,0,1,22.8,0,1,0,1,0,0,0,0,1721.0,1103.0,685.0,3051.0,462.0,504.0,0.0,12.0,621.0,952.0,277.0,233.0,"Census Tract 203.02, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020400,4168,1688,0,15.0,0.36,0,0,0,0,0,0,17.9,0,1,0,1,0,0,0,0,1463.0,1016.0,409.0,2266.0,718.0,530.0,0.0,27.0,627.0,987.0,200.0,162.0,"Census Tract 204, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020500,6214,2077,0,241.0,3.88,0,0,0,0,0,1,26.3,0,0,0,0,0,0,0,0,3553.0,1592.0,641.0,2167.0,1221.0,1684.0,1.0,54.0,1087.0,1528.0,354.0,593.0,"Census Tract 205, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020601,6353,1990,0,32.0,0.5,0,0,0,0,0,1,24.3,0,0,0,0,0,0,0,0,3183.0,1876.0,584.0,3908.0,304.0,1317.0,1.0,38.0,785.0,1010.0,429.0,616.0,"Census Tract 206.01, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020602,4340,1397,0,13.0,0.3,0,1,0,0,0,1,22.0,0,1,0,1,0,0,0,0,2696.0,1117.0,435.0,2084.0,326.0,1215.0,5.0,11.0,699.0,1139.0,283.0,251.0,"Census Tract 206.02, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020701,1704,648,0,0.0,0.0,0,0,0,0,0,0,6.6,0,1,0,1,0,0,0,0,464.0,385.0,281.0,1088.0,42.0,418.0,0.0,7.0,149.0,227.0,16.0,57.0,"Census Tract 207.01, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020702,7194,2312,0,141.0,1.96,0,0,0,0,0,1,22.1,0,0,0,0,0,0,0,0,3628.0,1799.0,881.0,3618.0,556.0,2090.0,0.0,32.0,898.0,1174.0,256.0,675.0,"Census Tract 207.02, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020801,5458,2017,0,2.0,0.04,0,0,0,0,0,1,16.5,0,0,0,0,0,0,0,0,2314.0,1241.0,585.0,2945.0,386.0,1184.0,2.0,32.0,909.0,1467.0,227.0,435.0,"Census Tract 208.01, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020802,6963,2111,0,21.0,0.3,0,0,0,0,0,1,26.2,0,0,0,0,0,0,0,0,4315.0,1882.0,508.0,2347.0,746.0,2561.0,0.0,43.0,1266.0,1773.0,317.0,751.0,"Census Tract 208.02, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020901,5221,1790,0,16.0,0.31,0,0,0,0,0,1,28.9,0,0,0,0,0,0,0,0,3622.0,1366.0,300.0,1839.0,1061.0,1182.0,1.0,36.0,1102.0,1526.0,377.0,473.0,"Census Tract 209.01, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031020902,4286,1564,0,461.0,10.76,0,0,0,0,0,1,26.7,0,0,0,0,0,0,0,0,2307.0,846.0,493.0,2095.0,564.0,1123.0,2.0,10.0,492.0,734.0,408.0,417.0,"Census Tract 209.02, Cook County, Illinois",2,Community area,West Ridge,11.3,4.95178571489
17031030101,3893,2334,0,15.0,0.39,0,0,0,0,0,1,14.7,0,0,0,0,0,0,0,0,1728.0,446.0,590.0,2017.0,996.0,505.0,0.0,20.0,355.0,544.0,634.0,282.0,"Census Tract 301.01, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030102,3204,1894,0,66.0,2.06,0,0,0,0,0,0,16.2,0,0,0,0,0,0,0,0,910.0,308.0,361.0,1898.0,709.0,330.0,1.0,13.0,253.0,347.0,947.0,106.0,"Census Tract 301.02, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030103,1928,1084,0,366.0,18.98,0,0,0,0,0,0,16.6,0,0,0,0,0,0,0,0,523.0,84.0,104.0,1150.0,341.0,303.0,0.0,4.0,130.0,182.0,370.0,28.0,"Census Tract 301.03, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030104,3681,1189,0,1681.0,45.67,0,0,0,0,0,1,27.9,0,0,0,0,0,0,0,0,755.0,129.0,265.0,2398.0,409.0,695.0,1.0,8.0,170.0,282.0,470.0,107.0,"Census Tract 301.04, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030200,5369,2507,0,45.0,0.84,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,1420.0,910.0,409.0,3918.0,468.0,432.0,6.0,38.0,507.0,743.0,604.0,49.0,"Census Tract 302, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030300,3322,1393,0,0.0,0.0,0,0,0,0,0,1,24.0,0,0,0,0,0,0,0,0,1563.0,683.0,427.0,1716.0,432.0,438.0,2.0,49.0,685.0,1219.0,443.0,294.0,"Census Tract 303, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030400,2684,1251,0,0.0,0.0,0,0,0,0,0,1,15.9,0,0,0,0,0,0,0,0,1016.0,486.0,308.0,1818.0,205.0,282.0,0.0,17.0,362.0,852.0,269.0,240.0,"Census Tract 304, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030500,6395,2970,0,125.0,1.95,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,0,807.0,949.0,431.0,4386.0,533.0,506.0,4.0,67.0,899.0,1626.0,836.0,119.0,"Census Tract 305, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030601,4012,2153,0,182.0,4.54,0,0,0,0,0,1,17.6,0,0,0,0,0,0,0,0,1646.0,473.0,627.0,2179.0,1050.0,424.0,0.0,16.0,343.0,521.0,791.0,488.0,"Census Tract 306.01, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030603,2095,1273,0,0.0,0.0,0,0,0,0,0,1,23.9,0,0,0,0,0,0,0,0,942.0,271.0,72.0,1031.0,617.0,178.0,0.0,24.0,245.0,447.0,754.0,235.0,"Census Tract 306.03, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030604,2976,1884,0,2.0,0.07,0,0,0,0,0,1,24.4,0,0,0,0,0,0,0,0,1302.0,246.0,406.0,1592.0,602.0,569.0,1.0,8.0,204.0,275.0,1066.0,299.0,"Census Tract 306.04, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030701,1549,888,0,196.0,12.65,0,0,0,0,0,1,26.3,0,0,0,0,0,0,0,0,691.0,147.0,107.0,827.0,405.0,120.0,1.0,7.0,189.0,267.0,445.0,151.0,"Census Tract 307.01, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030702,1630,1087,0,0.0,0.0,0,0,0,0,0,0,13.1,0,0,0,0,0,0,0,0,515.0,111.0,266.0,1006.0,170.0,362.0,0.0,4.0,88.0,124.0,592.0,69.0,"Census Tract 307.02, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030703,2830,1724,0,4.0,0.14,0,0,0,0,0,1,25.1,0,0,0,0,0,0,0,0,1276.0,274.0,584.0,1717.0,586.0,265.0,2.0,23.0,237.0,353.0,920.0,396.0,"Census Tract 307.03, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030706,3599,2375,0,0.0,0.0,0,0,0,0,0,1,13.3,0,0,0,0,0,0,0,0,955.0,296.0,1024.0,2373.0,504.0,460.0,0.0,21.0,241.0,387.0,1102.0,162.0,"Census Tract 307.06, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030800,4326,2052,0,148.0,3.42,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,782.0,584.0,415.0,3333.0,194.0,468.0,1.0,10.0,320.0,478.0,463.0,96.0,"Census Tract 308, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031030900,3028,1458,0,3.0,0.1,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,0,513.0,461.0,292.0,2216.0,116.0,322.0,0.0,5.0,369.0,671.0,301.0,115.0,"Census Tract 309, Cook County, Illinois",77,Community area,Edgewater,9.8,5.20357142837
17031031000,3656,1901,0,0.0,0.0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,0,821.0,474.0,289.0,2674.0,166.0,275.0,1.0,23.0,517.0,834.0,403.0,123.0,"Census Tract 310, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031031100,4402,2296,0,80.0,1.82,0,0,0,0,0,0,12.3,0,0,0,0,0,0,0,0,1999.0,444.0,383.0,3053.0,215.0,740.0,0.0,25.0,369.0,643.0,732.0,94.0,"Census Tract 311, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031031200,5648,2682,0,620.0,10.98,0,0,0,0,0,1,26.9,0,0,0,0,0,0,0,0,3012.0,915.0,630.0,2168.0,1661.0,1107.0,3.0,38.0,671.0,852.0,1182.0,943.0,"Census Tract 312, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031031300,7076,3887,0,461.0,6.51,0,0,0,0,0,1,22.1,0,0,0,0,0,0,0,0,3094.0,957.0,1228.0,3590.0,1519.0,1449.0,2.0,24.0,492.0,685.0,1854.0,653.0,"Census Tract 313, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031031400,5150,3228,0,352.0,6.83,0,0,0,0,0,0,10.6,0,0,0,0,0,0,0,0,975.0,258.0,946.0,4066.0,463.0,387.0,1.0,13.0,220.0,367.0,973.0,74.0,"Census Tract 314, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031031501,4083,1807,0,485.0,11.88,0,0,0,0,0,1,46.9,0,0,0,0,0,0,0,0,3081.0,681.0,593.0,1593.0,1181.0,948.0,2.0,23.0,336.0,515.0,809.0,753.0,"Census Tract 315.01, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031031502,4354,2325,0,0.0,0.0,0,0,0,0,0,1,32.3,0,0,0,0,0,0,0,0,2836.0,804.0,361.0,1571.0,1952.0,352.0,0.0,20.0,459.0,591.0,1234.0,941.0,"Census Tract 315.02, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031031700,6570,3580,0,124.0,1.89,0,0,0,0,0,1,24.0,0,0,0,0,0,0,0,0,2531.0,935.0,262.0,3811.0,1469.0,327.0,6.0,41.0,916.0,1199.0,1453.0,618.0,"Census Tract 317, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031031800,1820,953,0,3.0,0.16,0,0,0,0,0,0,7.1,0,0,0,0,0,0,0,0,263.0,259.0,107.0,1371.0,77.0,116.0,0.0,15.0,241.0,423.0,275.0,50.0,"Census Tract 318, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031031900,2304,1255,0,14.0,0.61,0,0,0,0,0,0,11.4,0,0,0,0,0,0,0,0,684.0,332.0,122.0,1793.0,165.0,121.0,0.0,10.0,215.0,342.0,382.0,52.0,"Census Tract 319, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031032100,7052,4141,0,100.0,1.42,0,0,0,0,0,1,23.7,0,0,0,0,0,0,0,0,2313.0,672.0,586.0,4866.0,1217.0,386.0,1.0,22.0,560.0,898.0,1897.0,692.0,"Census Tract 321, Cook County, Illinois",3,Community area,Uptown,5.4,3.5669642858149997
17031040100,3985,1664,0,199.0,4.99,0,0,0,0,1,0,11.4,0,1,0,1,0,0,0,1,818.0,758.0,327.0,2792.0,185.0,326.0,0.0,44.0,638.0,1064.0,221.0,89.0,"Census Tract 401, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031040201,6218,2771,0,2.0,0.03,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,1603.0,1011.0,598.0,4513.0,184.0,632.0,0.0,46.0,843.0,1375.0,537.0,202.0,"Census Tract 402.01, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031040202,7249,2886,0,149.0,2.06,0,0,0,0,0,1,18.5,0,0,0,0,0,0,0,0,3424.0,1431.0,792.0,4201.0,564.0,1621.0,14.0,29.0,820.0,1398.0,706.0,574.0,"Census Tract 402.02, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031040300,3069,1097,0,94.0,3.06,0,0,0,0,0,0,1.4,0,1,0,1,0,0,0,0,320.0,630.0,449.0,1984.0,121.0,683.0,1.0,14.0,266.0,461.0,26.0,50.0,"Census Tract 403, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031040401,3092,1367,0,0.0,0.0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,404.0,567.0,281.0,2369.0,51.0,261.0,2.0,9.0,400.0,655.0,212.0,38.0,"Census Tract 404.01, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031040402,4468,2376,0,0.0,0.0,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,1004.0,619.0,200.0,3493.0,139.0,280.0,0.0,17.0,539.0,846.0,385.0,163.0,"Census Tract 404.02, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031040600,2434,1250,0,0.0,0.0,0,0,0,0,0,0,3.8,0,0,0,0,0,0,0,0,225.0,352.0,167.0,2034.0,49.0,117.0,0.0,7.0,227.0,360.0,217.0,12.0,"Census Tract 406, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031040700,3123,1553,0,0.0,0.0,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,788.0,461.0,220.0,2471.0,103.0,198.0,0.0,3.0,348.0,517.0,383.0,98.0,"Census Tract 407, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031040800,1514,770,0,56.0,3.7,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,248.0,187.0,153.0,1221.0,77.0,98.0,0.0,5.0,113.0,196.0,137.0,31.0,"Census Tract 408, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031040900,1950,1071,0,5.0,0.26,0,0,0,0,0,0,8.4,0,0,0,0,0,0,0,0,311.0,278.0,130.0,1634.0,37.0,86.0,0.0,2.0,191.0,278.0,295.0,0.0,"Census Tract 409, Cook County, Illinois",4,Community area,Lincoln Square,7.0,4.783928570925
17031050100,2290,1137,0,0.0,0.0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,241.0,333.0,143.0,1976.0,39.0,105.0,0.0,11.0,159.0,278.0,204.0,11.0,"Census Tract 501, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031050200,4837,2262,0,0.0,0.0,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,1158.0,884.0,601.0,4040.0,124.0,310.0,2.0,19.0,342.0,703.0,316.0,156.0,"Census Tract 502, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031050300,2365,1065,0,0.0,0.0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,453.0,451.0,210.0,1982.0,44.0,133.0,0.0,8.0,198.0,407.0,53.0,58.0,"Census Tract 503, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031050500,4754,2138,0,3.0,0.06,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,556.0,1028.0,381.0,4203.0,73.0,216.0,5.0,13.0,244.0,416.0,276.0,25.0,"Census Tract 505, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031050600,2071,1014,0,0.0,0.0,0,0,0,0,0,0,8.1,0,0,0,0,0,0,0,0,271.0,298.0,114.0,1850.0,34.0,77.0,0.0,8.0,102.0,203.0,216.0,24.0,"Census Tract 506, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031050700,1418,680,0,0.0,0.0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,127.0,234.0,75.0,1256.0,31.0,52.0,2.0,1.0,76.0,105.0,62.0,28.0,"Census Tract 507, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031050800,1289,559,0,0.0,0.0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,196.0,275.0,67.0,1139.0,10.0,69.0,0.0,0.0,71.0,138.0,121.0,21.0,"Census Tract 508, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031050900,1391,662,0,0.0,0.0,0,0,0,0,0,0,4.8,0,0,0,0,0,0,0,0,186.0,242.0,84.0,1167.0,26.0,73.0,0.0,0.0,125.0,229.0,47.0,5.0,"Census Tract 509, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031051000,1503,704,0,0.0,0.0,0,0,0,0,0,0,5.4,0,0,0,0,0,0,0,0,190.0,252.0,73.0,1289.0,31.0,57.0,0.0,8.0,118.0,243.0,73.0,23.0,"Census Tract 510, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031051100,1556,691,0,0.0,0.0,0,0,0,0,0,0,3.3,0,1,0,1,0,0,0,0,162.0,292.0,67.0,1367.0,32.0,58.0,1.0,0.0,98.0,173.0,91.0,12.0,"Census Tract 511, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031051200,1516,670,0,57.0,3.76,0,0,0,0,0,0,4.6,0,1,0,1,0,0,0,0,145.0,262.0,58.0,1355.0,28.0,29.0,1.0,1.0,102.0,163.0,41.0,6.0,"Census Tract 512, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031051300,2683,1111,0,0.0,0.0,0,0,0,0,0,0,2.4,0,1,0,1,0,0,0,0,160.0,599.0,100.0,2340.0,41.0,104.0,3.0,13.0,182.0,340.0,41.0,9.0,"Census Tract 513, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031051400,2077,948,0,0.0,0.0,0,0,0,0,0,0,7.9,0,1,0,1,0,0,0,0,245.0,397.0,119.0,1518.0,192.0,106.0,1.0,15.0,245.0,416.0,111.0,29.0,"Census Tract 514, Cook County, Illinois",5,Community area,North Center,5.9,4.1125
17031060100,2569,1238,0,0.0,0.0,0,0,0,0,0,0,6.4,0,1,0,1,0,0,0,0,444.0,459.0,124.0,2236.0,77.0,76.0,3.0,3.0,174.0,312.0,171.0,51.0,"Census Tract 601, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031060200,2111,1092,0,1.0,0.05,0,0,0,0,1,0,15.3,0,1,0,1,0,0,0,1,596.0,342.0,112.0,1635.0,85.0,89.0,0.0,9.0,293.0,397.0,371.0,34.0,"Census Tract 602, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031060300,2839,1295,0,0.0,0.0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,174.0,479.0,139.0,2509.0,49.0,153.0,1.0,8.0,119.0,278.0,144.0,40.0,"Census Tract 603, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031060400,3370,1523,0,0.0,0.0,0,0,0,0,0,0,10.7,0,0,0,0,0,0,0,0,528.0,619.0,93.0,3036.0,51.0,130.0,4.0,5.0,144.0,304.0,261.0,13.0,"Census Tract 604, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031060500,1309,728,0,60.0,4.58,0,0,0,0,0,1,22.6,0,0,0,0,0,0,0,0,416.0,186.0,356.0,1001.0,80.0,143.0,1.0,3.0,81.0,153.0,381.0,201.0,"Census Tract 605, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031060800,4837,3262,0,1.0,0.02,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,491.0,243.0,494.0,3716.0,325.0,522.0,5.0,7.0,262.0,389.0,921.0,80.0,"Census Tract 608, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031060900,6867,4837,0,0.0,0.0,0,0,0,0,0,0,8.9,0,0,0,0,0,0,0,0,1510.0,386.0,731.0,5421.0,579.0,487.0,6.0,16.0,358.0,645.0,2463.0,164.0,"Census Tract 609, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031061000,1647,869,0,0.0,0.0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,452.0,93.0,33.0,1481.0,30.0,56.0,0.0,8.0,72.0,105.0,345.0,20.0,"Census Tract 610, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031061100,1379,683,0,0.0,0.0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,190.0,94.0,23.0,1276.0,18.0,46.0,0.0,5.0,34.0,66.0,169.0,0.0,"Census Tract 611, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031061200,1889,897,0,0.0,0.0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,272.0,166.0,54.0,1708.0,29.0,68.0,0.0,4.0,80.0,117.0,241.0,17.0,"Census Tract 612, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031061500,1707,869,0,0.0,0.0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,220.0,119.0,76.0,1562.0,22.0,71.0,0.0,3.0,49.0,97.0,156.0,5.0,"Census Tract 615, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031061800,1112,703,0,100.0,8.99,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,248.0,47.0,61.0,889.0,78.0,80.0,1.0,5.0,59.0,94.0,324.0,8.0,"Census Tract 618, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031061901,3433,2297,0,0.0,0.0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,0,0,808.0,251.0,293.0,2811.0,186.0,295.0,0.0,5.0,136.0,276.0,1116.0,88.0,"Census Tract 619.01, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031061902,4240,2956,0,0.0,0.0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,983.0,228.0,669.0,3616.0,158.0,292.0,2.0,7.0,165.0,264.0,1254.0,131.0,"Census Tract 619.02, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031062000,2569,1571,0,2.0,0.08,0,0,0,0,0,0,5.8,0,0,0,0,0,0,0,0,487.0,168.0,63.0,2251.0,75.0,145.0,0.0,2.0,96.0,168.0,610.0,21.0,"Census Tract 620, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031062100,3436,1908,0,2.0,0.06,0,0,0,0,0,0,14.8,0,0,0,0,0,0,0,0,803.0,168.0,185.0,2949.0,98.0,247.0,2.0,3.0,137.0,242.0,799.0,118.0,"Census Tract 621, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031062200,2870,1438,0,0.0,0.0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,0,0,246.0,262.0,45.0,2560.0,47.0,157.0,0.0,6.0,100.0,145.0,191.0,57.0,"Census Tract 622, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
17031062300,1513,687,0,0.0,0.0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,153.0,249.0,26.0,1389.0,31.0,57.0,0.0,0.0,36.0,81.0,164.0,6.0,"Census Tract 623, Cook County, Illinois",6,Community area,Lake View,6.6,3.18928571395
